"quad","year","trackID","area","x","y","allEdge","totCover","age"
"Q1",32,"1",0.569095134226098,32.1345320450864,96.5282470698729,1,63.3122328946103,NA
"Q1",32,"2",3.64560044603942,21.4274608908871,89.3748730716619,0,63.3122328946103,NA
"Q1",32,"3",16.1847469532906,82.9797239417941,55.4580238906915,0,63.3122328946103,NA
"Q1",32,"4",1.36494885564186,98.5389038400238,60.3416985252961,1,63.3122328946103,NA
"Q1",32,"5",0.610511740813168,92.386864029458,56.8517517958564,0,63.3122328946103,NA
"Q1",32,"6",0.606721558274403,93.523556032893,53.6418474929106,0,63.3122328946103,NA
"Q1",32,"7",0.572438596568755,97.094000870398,51.5449989975788,1,63.3122328946103,NA
"Q1",32,"8",28.6258133325430,58.3262864819973,10.8630365107458,0,63.3122328946103,NA
"Q1",32,"9",11.132356277213,23.2109822564413,7.32221820076619,0,63.3122328946103,NA
"Q1",33,"10",0.688706752333538,13.0269981087080,38.0437918292719,0,86.47838329749,1
"Q1",33,"11",0.448947654361896,17.4225675775623,36.5737150179424,0,86.47838329749,1
"Q1",33,"12",0.566961389160902,14.3861123741867,35.9649665095097,0,86.47838329749,1
"Q1",33,"13",0.509453107333832,17.8187513408363,31.8034572312763,0,86.47838329749,1
"Q1",33,"14",0.300097930884097,0.214786769532191,38.1952285276717,1,86.47838329749,1
"Q1",33,"15",0.444812901263187,9.34379172397168,30.5896639151132,0,86.47838329749,1
"Q1",33,"16",0.441514017156249,7.74423304963544,29.646020921674,0,86.47838329749,1
"Q1",33,"17",0.817756782815319,10.5115032225874,28.6394771193522,0,86.47838329749,1
"Q1",33,"18",0.730866257491819,9.70707588364504,34.8372802369182,0,86.47838329749,1
"Q1",33,"19",0.514495656849413,11.1827611081956,33.8417777525308,0,86.47838329749,1
"Q1",33,"2",2.65930077031483,20.8656987581325,86.4229809826466,0,86.47838329749,2
"Q1",33,"20",0.680535530135237,95.906446979146,86.8252601348511,1,86.47838329749,1
"Q1",33,"21",0.611532487881563,94.4564175200414,44.6799553528715,0,86.47838329749,1
"Q1",33,"3",3.89818184026543,84.8718376370903,54.9464324493608,0,86.47838329749,2
"Q1",33,"4",7.87412836278398,96.1086157346252,57.5898798902636,0,86.47838329749,2
"Q1",33,"5",1.15751892156129,94.6682194098617,54.1726781933525,0,86.47838329749,2
"Q1",33,"6",0.644884185512749,97.7590327653122,51.1562661467325,1,86.47838329749,2
"Q1",33,"8",50.6353858028027,59.9080761123242,11.4914619668166,0,86.47838329749,2
"Q1",33,"9",12.8533029465820,24.2758107630176,7.48328741978993,0,86.47838329749,2
"Q1",34,"12",0.25,18.4538730174954,33.4626745939734,0,34.7617709517662,2
"Q1",34,"2",1.90490783026550,21.4332963829103,87.5565564931246,0,34.7617709517662,3
"Q1",34,"20",0.249999999999986,97.1367301220245,87.0907558939185,1,34.7617709517662,2
"Q1",34,"21",0.749999999999993,95.5309577246957,45.0966542923084,0,34.7617709517662,2
"Q1",34,"22",0.84263109091138,31.6136927682738,88.60480638834,0,34.7617709517662,1
"Q1",34,"23",0.249999999999993,31.80551209243,90.3222918344281,0,34.7617709517662,1
"Q1",34,"24",0.249999999999986,86.9117371437517,88.602071520326,0,34.7617709517662,1
"Q1",34,"25",0.249999999999993,99.4745465304518,75.6142051019801,1,34.7617709517662,1
"Q1",34,"26",0.25,23.1531191156219,39.2717925681336,0,34.7617709517662,1
"Q1",34,"3",6.04935727274479,85.4400676056252,54.8686196112681,0,34.7617709517662,3
"Q1",34,"4",1.45927502374874,96.8093856525224,57.1279015938944,0,34.7617709517662,3
"Q1",34,"8",11.5322744629951,61.1843350741076,11.6672776578148,0,34.7617709517662,3
"Q1",34,"9",10.7233252711008,24.9151979583954,8.43643700038617,0,34.7617709517662,3
"Q1",35,"2",13.8705311786447,21.3098254328371,87.4648293169431,0,69.2345198662673,4
"Q1",35,"22",0.729985694695133,31.5259757577624,88.8171742237962,0,69.2345198662673,2
"Q1",35,"27",0.441815074157079,33.7181942642973,82.9970065996532,0,69.2345198662673,1
"Q1",35,"28",0.250000000000002,28.84187771467,36.2519097528211,0,69.2345198662673,1
"Q1",35,"29",0.25,44.485235541739,27.1608777131044,0,69.2345198662673,1
"Q1",35,"3",15.3661651094822,84.7291953782202,55.1989270855818,0,69.2345198662673,4
"Q1",35,"8",12.4865639949103,61.3167236912017,15.1970084986885,0,69.2345198662673,4
"Q1",35,"9",25.8394588143779,26.0029684912071,8.39313301045114,0,69.2345198662673,4
"Q1",36,"2",5.91604158356469,21.5117000771278,86.1791751371283,0,77.8987900894172,5
"Q1",36,"22",2.81271289448043,33.0200742895968,87.1024740068258,0,77.8987900894172,3
