"quad","year","trackID","area","x","y","allEdge","totCover","age"
"Q1",33,"1",2.02436444686415,41.5417912388705,56.7974870574024,0,21.3405796617107,NA
"Q1",33,"2",2.34349907390919,40.3173314016481,51.8152756764381,0,21.3405796617107,NA
"Q1",33,"3",16.9727161409373,21.5419578684682,32.1333735524002,0,21.3405796617107,NA
"Q1",34,"1",0.631056205739294,42.5935668958718,57.0561667541558,0,10.7630674051325,2
"Q1",34,"2",1.66796310431191,41.1461045262691,52.0855069140346,0,10.7630674051325,2
"Q1",34,"3",7.21404809508134,21.8110996526650,34.1562489207005,0,10.7630674051325,2
"Q1",34,"4",0.249999999999993,19.1859159869272,96.9379207468394,1,10.7630674051325,1
"Q1",34,"5",0.249999999999993,89.391238708561,55.0461472703247,0,10.7630674051325,1
"Q1",34,"6",0.25,42.626627727508,28.5560995894039,0,10.7630674051325,1
"Q1",34,"7",0.250000000000000,17.1078573912419,5.2435823801924,0,10.7630674051325,1
"Q1",34,"8",0.25,33.6850980316805,2.0084230021793,1,10.7630674051325,1
"Q1",35,"1",0.363307745372052,41.6925939367101,57.4836580445615,0,14.2013016459083,3
"Q1",35,"10",0.250000000000000,7.9677800389795,28.0001699013861,0,14.2013016459083,1
"Q1",35,"2",4.07013172020914,40.5602166580077,52.8021601681215,0,14.2013016459083,3
"Q1",35,"3",7.58342870509629,22.2817850335620,34.3655923789006,0,14.2013016459083,3
"Q1",35,"4",0.249999999999993,18.0922722359086,96.4240332463608,1,14.2013016459083,2
"Q1",35,"5",0.249999999999986,89.0740199582654,55.3404925830987,0,14.2013016459083,2
"Q1",35,"8",1.06372591719687,36.1971257005274,2.56729963817449,1,14.2013016459083,2
"Q1",35,"9",0.370707558033952,58.3017993161367,56.2571830529982,0,14.2013016459083,1
"Q1",36,"10",0.25,5.666315974336,28.3957019330043,0,27.1852706371864,2
"Q1",36,"11",0.490796554642454,34.1357638144088,99.7175815537332,1,27.1852706371864,1
"Q1",36,"12",1.00712532788884,35.2433369330673,98.9874887897783,1,27.1852706371864,1
"Q1",36,"13",0.619609475525627,58.1137610694567,89.4632725424784,0,27.1852706371864,1
"Q1",36,"14",0.249999999999993,35.8044605336544,96.5186074651988,1,27.1852706371864,1
"Q1",36,"15",0.249999999999989,52.6271324243218,85.1053457358193,0,27.1852706371864,1
"Q1",36,"16",0.249999999999986,59.6415324308544,91.4658613667432,0,27.1852706371864,1
"Q1",36,"17",0.249999999999993,70.4603535346801,95.091949651370,0,27.1852706371864,1
"Q1",36,"18",0.249999999999986,68.4392550952979,91.5847496481038,0,27.1852706371864,1
"Q1",36,"19",0.249999999999986,67.1909293128853,91.3469730853824,0,27.1852706371864,1
"Q1",36,"2",1.23758869149501,40.0202496155636,53.4541959067278,0,27.1852706371864,4
"Q1",36,"20",0.249999999999986,62.9109566526492,85.4620105799015,0,27.1852706371864,1
"Q1",36,"21",0.249999999999986,70.935905878873,89.504207458666,0,27.1852706371864,1
"Q1",36,"22",0.249999999999986,72.6003402554231,88.4342137076696,0,27.1852706371864,1
"Q1",36,"23",0.249999999999986,74.0864418193072,96.1619434023667,1,27.1852706371864,1
"Q1",36,"24",0.249999999999986,86.0941441742402,61.4466058700354,0,27.1852706371864,1
"Q1",36,"25",0.249999999999986,92.0979949610818,62.7543754025035,0,27.1852706371864,1
"Q1",36,"26",0.249999999999993,96.3779684025678,61.5060496200909,1,27.1852706371864,1
"Q1",36,"27",0.249999999999986,88.4719066764547,55.6805308646655,0,27.1852706371864,1
