"","quad","year","trackID","area","survives","age","distEdgeMin","allEdge","seedling","QuadName","Grazing","Group"
"1","Q1",33,1,2.02436444686415,1,1,40.6481800457969,0,0,"E1 Q1","UG","E1"
"2","Q1",33,3,16.9727161409373,1,1,18.9999238141884,0,0,"E1 Q1","UG","E1"
"3","Q1",33,2,2.34349907390919,1,1,39.5469964829189,0,0,"E1 Q1","UG","E1"
"4","Q1",34,5,0.249999999999993,1,1,10.3587612914391,0,0,"E1 Q1","UG","E1"
"5","Q1",34,4,0.249999999999993,1,1,2.8120792531606,1,0,"E1 Q1","UG","E1"
"6","Q1",34,3,7.21404809508134,1,2,17.3065292666596,0,0,"E1 Q1","UG","E1"
"7","Q1",34,2,1.66796310431191,1,2,40.15807695,0,0,"E1 Q1","UG","E1"
"8","Q1",34,6,0.25,1,1,28.3060995894039,0,0,"E1 Q1","UG","E1"
"9","Q1",34,8,0.25,1,1,1.7584230021793,1,0,"E1 Q1","UG","E1"
"10","Q1",34,7,0.25,1,1,4.9935823801924,0,0,"E1 Q1","UG","E1"
"11","Q1",34,1,0.631056205739294,1,2,42.16121755,0,0,"E1 Q1","UG","E1"
"12","Q1",35,8,1.06372591719687,1,2,1.98907455714314,1,0,"E1 Q1","UG","E1"
"13","Q1",35,4,0.249999999999993,1,2,3.32596675363921,1,0,"E1 Q1","UG","E1"
"14","Q1",35,2,4.07013172020914,1,3,39.3515800603754,0,0,"E1 Q1","UG","E1"
"15","Q1",35,9,0.370707558033952,0,1,41.3427487980989,0,0,"E1 Q1","UG","E1"
"16","Q1",35,10,0.25,1,1,7.7177800389795,0,0,"E1 Q1","UG","E1"
"17","Q1",35,5,0.249999999999986,0,2,10.6759800417346,0,0,"E1 Q1","UG","E1"
"18","Q1",35,3,7.58342870509629,1,3,16.3524534902858,0,0,"E1 Q1","UG","E1"
"19","Q1",35,1,0.363307745372052,0,3,41.3198917873723,0,0,"E1 Q1","UG","E1"
"20","Q1",36,25,0.24999999999999,1,1,7.6520050389182,0,1,"E1 Q1","UG","E1"
"21","Q1",36,16,0.24999999999999,0,1,8.28413863325682,0,0,"E1 Q1","UG","E1"
"22","Q1",36,22,0.24999999999999,1,1,11.3157862923304,0,1,"E1 Q1","UG","E1"
"23","Q1",36,17,0.24999999999999,0,1,4.6580503486299,0,1,"E1 Q1","UG","E1"
"24","Q1",36,26,0.24999999999999,0,1,3.3720315974322,1,1,"E1 Q1","UG","E1"
"25","Q1",36,24,0.24999999999999,0,1,13.6558558257598,0,1,"E1 Q1","UG","E1"
"26","Q1",36,2,1.23758869149501,1,4,38.467219911367,0,0,"E1 Q1","UG","E1"
"27","Q1",36,13,0.61960947552563,1,1,9.9996191023968,0,0,"E1 Q1","UG","E1"
"28","Q1",36,12,1.00712532788884,1,1,0.425111272272787,1,0,"E1 Q1","UG","E1"
"29","Q1",36,27,0.24999999999999,1,1,11.2780933235453,0,1,"E1 Q1","UG","E1"
"30","Q1",36,23,0.24999999999999,0,1,3.58805659763331,1,1,"E1 Q1","UG","E1"
"31","Q1",36,28,0.25,0,1,31.6674089675342,0,1,"E1 Q1","UG","E1"
"32","Q1",36,18,0.24999999999999,0,1,8.1652503518962,0,1,"E1 Q1","UG","E1"
"33","Q1",36,6,0.52825599250684,1,3,27.060769094936,0,0,"E1 Q1","UG","E1"
"34","Q1",36,3,14.9325374930807,1,4,18.8710464784429,0,0,"E1 Q1","UG","E1"
"35","Q1",36,31,0.25,0,1,6.3079769126664,0,1,"E1 Q1","UG","E1"
"36","Q1",36,20,0.24999999999999,0,1,14.2879894200985,0,1,"E1 Q1","UG","E1"
"37","Q1",36,35,0.25,1,1,5.8541753497438,0,1,"E1 Q1","UG","E1"
"38","Q1",36,8,0.81777497869744,1,3,1.66181829923154,1,0,"E1 Q1","UG","E1"
"39","Q1",36,7,0.25,1,3,4.6058503485812,0,0,"E1 Q1","UG","E1"
"40","Q1",36,21,0.24999999999999,0,1,10.2457925413339,0,1,"E1 Q1","UG","E1"
"41","Q1",36,36,0.25,0,1,5.6758433183278,0,1,"E1 Q1","UG","E1"
"42","Q1",36,30,0.25,0,1,1.8496722210143,1,1,"E1 Q1","UG","E1"
"43","Q1",36,34,0.24999999999999,0,1,22.3941339588979,0,1,"E1 Q1","UG","E1"
"44","Q1",36,29,0.25,1,1,10.2312862913203,0,0,"E1 Q1","UG","E1"
"45","Q1",36,19,0.24999999999999,1,1,8.40302691461761,0,1,"E1 Q1","UG","E1"
