"quad","year","trackID","area","x","y","allEdge","totCover","age"
"Q1",32,"1",47.167801358278,7.60805022400835,96.0016201237227,0,551.72640438658,NA
"Q1",32,"2",130.375972657483,48.1223907790943,83.588942697583,0,551.72640438658,NA
"Q1",32,"3",156.213677987880,85.1677731892672,83.8493996955717,0,551.72640438658,NA
"Q1",32,"4",136.409536059425,13.9686118697805,21.8777736792048,0,551.72640438658,NA
"Q1",32,"5",81.5594163235146,96.409832153446,20.0453874177579,0,551.72640438658,NA
"Q1",33,"1",61.684482519634,8.34016688286766,94.2986057949184,0,736.52611628876,2
"Q1",33,"2",242.757824936531,48.6202031375717,82.8641959978208,0,736.52611628876,2
"Q1",33,"4",168.516115092492,15.1961110564047,23.1860552151697,0,736.52611628876,2
"Q1",33,"5",97.6785498329363,96.1211549225068,22.2257741785351,0,736.52611628876,2
"Q1",33,"6",134.922737426658,20.3010434596927,69.9473894253738,0,736.52611628876,1
"Q1",33,"7",21.3694819430977,66.5208111005485,91.3303389973406,0,736.52611628876,1
"Q1",33,"8",9.59692453741066,98.7798090851538,39.5536025825974,1,736.52611628876,1
"Q1",34,"1",31.3722549131138,9.09403329060357,93.4780337267508,0,468.337221768281,3
"Q1",34,"2",156.249754638280,48.6231425891198,84.6211292767596,0,468.337221768281,3
"Q1",34,"4",96.167382926568,13.5550330450556,21.2553259033253,0,468.337221768281,3
"Q1",34,"5",35.6315835452529,97.1643762922958,26.6026575330834,0,468.337221768281,3
"Q1",34,"6",39.9575854460277,26.4092955097206,66.8548184756704,0,468.337221768281,2
"Q1",34,"7",53.4940371572887,86.2167548461388,80.4510213534713,0,468.337221768281,2
"Q1",34,"9",55.4646231417502,5.7978559542768,62.0151967624917,0,468.337221768281,1
"Q1",35,"1",53.9055884750234,8.78553010309433,94.4241765653622,0,1136.63499590299,4
"Q1",35,"10",17.6934656183046,1.30617261151719,34.6275100320314,1,1136.63499590299,1
"Q1",35,"11",10.9946956274627,27.1446493383414,1.92430103013991,0,1136.63499590299,1
"Q1",35,"12",0.25,92.2314746487062,75.1141222890143,0,1136.63499590299,1
"Q1",35,"13",0.25,99.0504059050568,61.8811293079401,1,1136.63499590299,1
"Q1",35,"14",0.25,60.242432431414,36.9330480347055,0,1136.63499590299,1
"Q1",35,"15",0.25,42.1835542895953,40.2442558502892,0,1136.63499590299,1
"Q1",35,"16",0.25,57.2981496161719,4.8783097236021,0,1136.63499590299,1
"Q1",35,"2",390.048255061865,47.8567723223352,84.4544272028265,0,1136.63499590299,4
"Q1",35,"4",198.953203552447,16.2001981965276,20.6069914960275,0,1136.63499590299,4
"Q1",35,"5",129.142221000534,91.3256785158136,26.2559255295759,0,1136.63499590299,4
"Q1",35,"6",79.8875597300078,25.6667958461708,65.8953379058689,0,1136.63499590299,3
"Q1",35,"7",145.357750452458,80.4215433398334,79.3479831344081,0,1136.63499590299,3
"Q1",35,"9",109.402256384884,5.62882227972945,55.7819516586556,0,1136.63499590299,2
"Q1",36,"1",32.7496825566915,10.8964717732624,93.0067789905283,0,824.055825908266,5
"Q1",36,"11",27.6075793467709,26.5397958651445,1.25551247328792,1,824.055825908266,2
"Q1",36,"2",243.00443645876,49.4392819321925,85.2319233432948,0,824.055825908266,5
"Q1",36,"4",183.281989528734,17.7246147380270,22.1812060890912,0,824.055825908266,5
"Q1",36,"5",140.348930859443,92.4797529649229,21.0077232799580,0,824.055825908266,5
"Q1",36,"6",87.0788080348267,21.8067358251661,66.5854103074858,0,824.055825908266,4
"Q1",36,"7",86.6712113997156,81.8113880389358,79.485126740106,0,824.055825908266,4
"Q1",36,"9",23.3131877233242,3.98443152156332,52.9080410718428,0,824.055825908266,3
"Q1",37,"1",39.8014413636374,12.9638253718267,91.6362098761705,0,1249.86455681289,6
"Q1",37,"2",481.335962706892,49.7574173859219,84.4489089650875,0,1249.86455681289,6
"Q1",37,"4",194.712049460522,18.4893701247501,21.9786888581923,0,1249.86455681289,6
"Q1",37,"5",149.203963057560,94.0360826339452,24.1702831499248,0,1249.86455681289,6
"Q1",37,"6",188.866999101858,20.3796911476231,67.1682087401962,0,1249.86455681289,5
"Q1",37,"7",172.028314874747,82.2897017614078,79.833842560691,0,1249.86455681289,5
"Q1",37,"9",23.9158262476729,4.77675231979904,58.8756723813831,0,1249.86455681289,4
"Q1",38,"1",49.5807676062001,9.28172828725452,89.6383665527825,0,1707.91798385691,7
"Q1",38,"10",29.4476670558018,1.48993028969961,32.8361777306488,1,1707.91798385691,4
"Q1",38,"2",640.37637353841,50.2048551956541,82.6416206551785,0,1707.91798385691,7
"Q1",38,"4",351.745450470412,15.6207667897053,22.6224271609799,0,1707.91798385691,7
"Q1",38,"5",222.764441709561,93.007467567887,23.2207001478023,0,1707.91798385691,7
"Q1",38,"6",189.228045046825,20.5165308126799,65.5451465900551,0,1707.91798385691,6
"Q1",38,"7",224.775238429701,81.8657883772132,78.680460163397,0,1707.91798385691,6
"Q1",39,"1",56.0206151802917,9.7442270287273,89.9187447220082,0,1483.24787125085,8
"Q1",39,"2",667.665805580149,52.3355748652823,82.4149526834924,0,1483.24787125085,8
"Q1",39,"4",231.653764852469,19.0431298430746,21.1783336621556,0,1483.24787125085,8
"Q1",39,"5",228.999625374591,93.3518695249219,24.9351116004589,0,1483.24787125085,8
"Q1",39,"6",68.800224625515,4.90370708270279,69.2349441551964,0,1483.24787125085,7
"Q1",39,"7",230.107835637837,81.999371655075,80.9730556968506,0,1483.24787125085,7
"Q1",40,"1",98.0860501143933,10.4571501848238,92.5363677271014,0,1643.54703759153,9
"Q1",40,"2",823.289281601541,48.8064673923383,78.669349937192,0,1643.54703759153,9
"Q1",40,"4",318.619080735228,16.9013560887987,20.5539632470609,0,1643.54703759153,9
"Q1",40,"5",189.718964887424,94.1445187078788,18.9846900207438,0,1643.54703759153,9
"Q1",40,"6",0.910141773619954,28.3820991081674,74.2228210661785,0,1643.54703759153,8
"Q1",40,"7",212.923518479326,81.8324698822012,81.3341927275726,0,1643.54703759153,8
"Q1",41,"1",88.3022661746847,7.20583295390454,93.7303813352617,0,1796.16575774996,10
"Q1",41,"2",941.393945748283,50.3897058606106,77.091453379009,0,1796.16575774996,10
"Q1",41,"4",405.084906392352,16.3878998157375,21.6862021794965,0,1796.16575774996,10
"Q1",41,"5",174.541828953192,94.0706827656734,20.2249306277066,0,1796.16575774996,10
"Q1",41,"7",186.842810481447,81.00824451424,86.4382145544174,0,1796.16575774996,9
"Q1",42,"1",90.2309117259247,9.07878213915169,93.5703183202466,0,1581.35319647897,11
"Q1",42,"17",0.25,31.1445097480644,61.0407785259075,0,1581.35319647897,1
"Q1",42,"18",0.25,53.6574066440312,94.1482723067414,0,1581.35319647897,1
"Q1",42,"19",0.25,61.3174347761652,83.2193777653129,0,1581.35319647897,1
"Q1",42,"2",953.796548165457,49.7752276161294,78.4092813273578,0,1581.35319647897,11
"Q1",42,"20",0.25,3.9605737852474,25.1574175549885,1,1581.35319647897,1
"Q1",42,"4",354.138133977707,18.4106596848498,27.4199304458631,0,1581.35319647897,11
"Q1",42,"5",92.0248206845062,96.0170053483607,19.1426821066022,0,1581.35319647897,11
"Q1",42,"7",90.1627819253708,82.4644652957446,85.7322682119994,0,1581.35319647897,10
"Q1",45,"1",234.960092459663,8.44702030758554,92.6527219159005,0,1977.45453361427,14
"Q1",45,"2",1029.96339674311,50.3068962773512,83.4250911720364,0,1977.45453361427,14
"Q1",45,"21",0.25,42.4039800710507,50.8812082039458,0,1977.45453361427,1
"Q1",45,"22",0.25,97.9693535603,74.8728715075397,1,1977.45453361427,1
"Q1",45,"23",0.25,32.5547269368777,8.2265878517204,0,1977.45453361427,1
"Q1",45,"4",324.617104612892,20.6983251308930,27.8755314780528,0,1977.45453361427,14
"Q1",45,"5",179.437932226592,94.4733512643087,30.4870349326122,0,1977.45453361427,14
"Q1",45,"7",207.726007572019,84.0063901045336,82.9865246029004,0,1977.45453361427,13
"Q1",46,"1",97.9425528294286,9.70762774778914,94.606279071474,0,1227.18373411873,15
"Q1",46,"2",704.821762892112,48.8179394446803,82.1259501037812,0,1227.18373411873,15
"Q1",46,"23",0.958234340743322,33.5730206936506,6.89025731581271,0,1227.18373411873,2
"Q1",46,"24",0.25,74.9574746326185,80.7832582317942,0,1227.18373411873,1
"Q1",46,"4",132.44726048904,13.4825011819311,27.3030903457342,0,1227.18373411873,15
"Q1",46,"5",111.111875685864,95.0835387251163,31.7952119589833,0,1227.18373411873,15
"Q1",46,"7",179.652047881544,85.7639271356766,84.0417186988911,0,1227.18373411873,14
"Q1",47,"2",430.037521696011,53.606456459738,85.3634972557203,0,841.21610800227,16
"Q1",47,"23",2.18692454572367,33.3828997107208,8.43868322722397,0,841.21610800227,3
"Q1",47,"4",119.945785392905,21.5449267148888,26.8022997808062,0,841.21610800227,16
"Q1",47,"5",113.192417443352,94.804120063115,29.5106363199801,0,841.21610800227,16
"Q1",47,"7",175.853458924277,83.808817259339,89.7489229648987,0,841.21610800227,15
"Q1",49,"2",509.478800881458,51.4169603005495,84.5263987540088,0,933.769331352562,18
"Q1",49,"25",1.37057861033473,60.9809589856133,62.6922178021097,0,933.769331352562,1
