"","quad","year","trackID","area","survives","age","distEdgeMin","allEdge","seedling","QuadName","Grazing","Group"
"1","Q1",32,1,0.5690951342261,0,1,3.07103235479951,1,0,"E1 Q1","UG","E1"
"2","Q1",32,2,3.64560044603941,1,1,8.93967225020928,0,0,"E1 Q1","UG","E1"
"3","Q1",32,4,1.36494885564186,1,1,0.790000355846459,1,0,"E1 Q1","UG","E1"
"4","Q1",32,6,0.6067215582744,1,1,5.99545818582409,0,0,"E1 Q1","UG","E1"
"5","Q1",32,3,16.1847469532907,1,1,13.8057581456489,0,0,"E1 Q1","UG","E1"
"6","Q1",32,5,0.61051174081317,1,1,7.12809801816672,0,0,"E1 Q1","UG","E1"
"7","Q1",32,8,28.6258133325430,1,1,7.99549486077708,0,0,"E1 Q1","UG","E1"
"8","Q1",32,7,0.57243859656875,0,1,2.44923705083234,1,0,"E1 Q1","UG","E1"
"9","Q1",32,9,11.132356277213,1,1,3.32166047867609,0,0,"E1 Q1","UG","E1"
"10","Q1",33,9,12.8533029465820,1,2,1.54708629127516,0,0,"E1 Q1","UG","E1"
"11","Q1",33,4,7.87412836278398,1,2,4.79380446449795e-09,0,0,"E1 Q1","UG","E1"
"12","Q1",33,5,1.15751892156128,0,2,3.69804411267422,0,0,"E1 Q1","UG","E1"
"13","Q1",33,20,0.68053553013524,1,1,3.54220582617025,1,0,"E1 Q1","UG","E1"
"14","Q1",33,8,50.6353858028028,1,2,6.65755037219077,0,0,"E1 Q1","UG","E1"
"15","Q1",33,6,0.64488418551275,0,2,1.74257691315456,1,0,"E1 Q1","UG","E1"
"16","Q1",33,14,0.3000979308841,0,1,1.61521462871406e-08,1,0,"E1 Q1","UG","E1"
"17","Q1",33,11,0.4489476543619,0,1,17.0173620956439,0,0,"E1 Q1","UG","E1"
"18","Q1",33,10,0.68870675233354,0,1,12.5448151984503,0,0,"E1 Q1","UG","E1"
"19","Q1",33,3,3.89818184026542,1,2,12.247094126398,0,0,"E1 Q1","UG","E1"
"20","Q1",33,12,0.5669613891609,1,1,13.8583347566044,0,0,"E1 Q1","UG","E1"
